text_number	file_name	file_path	segment_start	segment_end	segment_text
b05-058	b05-058.png	/118/b05-058.png	684	855	They’ll be clapping the man who plays a straight theodolite next.
b05-058	b05-058.png	/118/b05-058.png	866	1042	EICHMANN continues to reveal the extraordinary watertight divisions of the
b05-058	b05-058.png	/118/b05-058.png	1060	1224	German mind. Not content with arguing that he was only an
b05-058	b05-058.png	/118/b05-058.png	1235	1403	efficient cog in the machine, he now claims that his part of the
b05-058	b05-058.png	/118/b05-058.png	1407	1575	endless massacre that led to the death of six million Jews was
b05-058	b05-058.png	/118/b05-058.png	1588	1748	”decent, feasible and workable.”
g05-098	g05-098.png	/118/g05-098.png	872	1034	So far had our thinking led us in this matter of the
g05-098	g05-098.png	/118/g05-098.png	1052	1212	”Werewolves” that we had contemplated the necessity of very
g05-098	g05-098.png	/118/g05-098.png	1238	1393	special precautions to guard the lives of our airmen. Particular
g05-098	g05-098.png	/118/g05-098.png	1415	1574	hatred, we felt, was bound to be aimed at the representatives of
g05-098	g05-098.png	/118/g05-098.png	1593	1755	those who had, over the years, spread such ghastly havoc, destruction
g05-098	g05-098.png	/118/g05-098.png	1775	1937	and death over Germany, causing such wholesale slaughter among
g05-098	g05-098.png	/118/g05-098.png	1955	2107	men, women and children, old and young alike.
b05-055	b05-055.png	/118/b05-055.png	683	856	The village green is the real home of cricket. A couple of bumps
b05-055	b05-055.png	/118/b05-055.png	873	1036	on a pitch have no terrors for a good batsman with a stout
b05-055	b05-055.png	/118/b05-055.png	1046	1218	heart, a firm grip on the willow and a hefty contempt for
b05-055	b05-055.png	/118/b05-055.png	1227	1398	batting averages and all the statistical blight that makes a
b05-055	b05-055.png	/118/b05-055.png	1406	1576	mighty six these days as rare as frostbite in summer.
a02-102	a02-102.png	/037/a02-102.png	701	867	A ROYAL welcome for the Kabaka of
a02-102	a02-102.png	/037/a02-102.png	881	1049	Buganda (King Freddie) from Princess
a02-102	a02-102.png	/037/a02-102.png	1058	1229	Elizabeth Bagaya of Toro, kneeling at the
a02-102	a02-102.png	/037/a02-102.png	1239	1405	foot of his airliner’s steps at London Airport
a02-102	a02-102.png	/037/a02-102.png	1416	1588	yesterday. Forty other Africans greeted him,
a02-102	a02-102.png	/037/a02-102.png	1598	1764	kneeling with heads bowed. The princess,
a02-102	a02-102.png	/037/a02-102.png	1778	1946	aged 24, is now studying history at Cambri-
a02-102	a02-102.png	/037/a02-102.png	1957	2126	dge, where she is a friend of Prince William
a02-102	a02-102.png	/037/a02-102.png	2149	2292	of Gloucester.
a02-106	a02-106.png	/037/a02-106.png	865	1034	King Freddie and three other hereditary rulers of
a02-106	a02-106.png	/037/a02-106.png	1063	1233	native kingdoms in Uganda arrived for talks with
a02-106	a02-106.png	/037/a02-106.png	1235	1411	Colonial Secretary Mr. Iain Macleod, before the
a02-106	a02-106.png	/037/a02-106.png	1420	1591	Uganda Constitutional conference opens next Monday.
a02-106	a02-106.png	/037/a02-106.png	1595	1767	The question: Their status in an independent Uganda.
a02-106	a02-106.png	/037/a02-106.png	1776	1940	The thorniest problem for next week’s conference is
a02-106	a02-106.png	/037/a02-106.png	1954	2120	to settle the relationships between them and the
a02-106	a02-106.png	/037/a02-106.png	2125	2299	rest of the country. A Government report has
a02-106	a02-106.png	/037/a02-106.png	2304	2477	recognised their rights and recommended a form of
a02-106	a02-106.png	/037/a02-106.png	2477	2650	federal association, but the four kings are not
a02-124	a02-124.png	/037/a02-124.png	583	751	Measures agreed so far include: 1. A mass
a02-124	a02-124.png	/037/a02-124.png	760	926	call-out of police, special constables
a02-124	a02-124.png	/037/a02-124.png	931	1103	and reserves, with 750 policemen posted
a02-124	a02-124.png	/037/a02-124.png	1115	1282	from outlying districts to stations in
a02-124	a02-124.png	/037/a02-124.png	1294	1456	the area - West End Central, Bow-street,
a02-124	a02-124.png	/037/a02-124.png	1500	1641	and Cannon-row.
a02-111	a02-111.png	/037/a02-111.png	696	864	Instead, the kings will remain in London
a02-111	a02-111.png	/037/a02-111.png	881	1044	and wait to hear the conference’s proposals.
a02-111	a02-111.png	/037/a02-111.png	1055	1224	Then their views will be transmitted back.
a02-111	a02-111.png	/037/a02-111.png	1224	1403	MR. BUTLER, the Home Secretary, has decided
a02-111	a02-111.png	/037/a02-111.png	1409	1584	to meet head-on the biggest challenge to
a02-111	a02-111.png	/037/a02-111.png	1587	1765	Government authority yet presented by the
a02-111	a02-111.png	/037/a02-111.png	1767	1941	”Ban-the-Bomb” demonstrators. Police leave
a02-111	a02-111.png	/037/a02-111.png	1944	2115	has been cancelled and secret plans prepared
a02-111	a02-111.png	/037/a02-111.png	2125	2292	to deal with the mass sit-down rally planned
a02-111	a02-111.png	/037/a02-111.png	2292	2467	for Sunday in Parliament-square by the
a02-111	a02-111.png	/037/a02-111.png	2472	2645	Committee of 100, the anti-nuclear arms
a03-047	a03-047.png	/037/a03-047.png	695	866	It is difficult for many to see Mr. Pearson
a03-047	a03-047.png	/037/a03-047.png	875	1039	in the role of a popular orator at the
a03-047	a03-047.png	/037/a03-047.png	1048	1219	hustings, the spellbinder that Mr. Diefen-
a03-047	a03-047.png	/037/a03-047.png	1235	1401	baker was in the last two campaigns. The
a03-047	a03-047.png	/037/a03-047.png	1414	1579	impression remains that the Liberal leader
a03-047	a03-047.png	/037/a03-047.png	1596	1761	is still the diplomatist, more at home
a03-047	a03-047.png	/037/a03-047.png	1767	1941	in the chancery, or the corridors of the United
a03-047	a03-047.png	/037/a03-047.png	1943	2119	Nations, not the father figure, so necessary
a03-047	a03-047.png	/037/a03-047.png	2136	2302	in Canadian leadership, or the practical
a03-047	a03-047.png	/037/a03-047.png	2307	2478	politician, able to talk about sewage problems
a03-047	a03-047.png	/037/a03-047.png	2498	2652	in Algoma East.
c03-087	c03-087d.png	/153/c03-087d.png	730	903	It went, perhaps, some distance beyond
c03-087	c03-087d.png	/153/c03-087d.png	909	1080	most treatments of its subject by
c03-087	c03-087d.png	/153/c03-087d.png	1090	1262	attempting to generate a melodramatic
c03-087	c03-087d.png	/153/c03-087d.png	1262	1439	inevitability which left its central character
c03-087	c03-087d.png	/153/c03-087d.png	1445	1617	and the world around him in complete,
c03-087	c03-087d.png	/153/c03-087d.png	1626	1800	unredeemable desolation. We could, perhaps,
c03-087	c03-087d.png	/153/c03-087d.png	1809	1981	say whether or not the attempt succeeded
c03-087	c03-087d.png	/153/c03-087d.png	1984	2158	of we had a little more faith in the
c03-087	c03-087d.png	/153/c03-087d.png	2167	2339	way in which Mr.  Ferris manipulated
c03-087	c03-087d.png	/153/c03-087d.png	2355	2513	his characters.
c03-003	c03-003d.png	/153/c03-003d.png	730	901	This is not a filmed play. It has been conceived
c03-003	c03-003d.png	/153/c03-003d.png	911	1083	throughout in terms of the cinema, and again
c03-003	c03-003d.png	/153/c03-003d.png	1092	1262	and again it is the visual qualities of the
c03-003	c03-003d.png	/153/c03-003d.png	1267	1439	story, and the marriage of the central charac-
c03-003	c03-003d.png	/153/c03-003d.png	1447	1619	ters to their background, which bring the
c03-003	c03-003d.png	/153/c03-003d.png	1624	1800	film so vividly to life. In Fanny, which
c03-003	c03-003d.png	/153/c03-003d.png	1806	1977	also has its premiere tomorrow, the director,
c03-003	c03-003d.png	/153/c03-003d.png	1985	2160	Mr. Joshua Logan, attempted but failed to
c03-003	c03-003d.png	/153/c03-003d.png	2171	2339	create the atmosphere of a city.
c03-000	c03-000d.png	/153/c03-000d.png	726	904	The film version of Miss Shelagh Delaney’s
c03-000	c03-000d.png	/153/c03-000d.png	907	1083	play A Taste of Honey opens at the Leicester
c03-000	c03-000d.png	/153/c03-000d.png	1089	1258	Square Theatre tomorrow. It has been pro-
c03-000	c03-000d.png	/153/c03-000d.png	1267	1440	duced and directed by Mr. Tony Richardson,
c03-000	c03-000d.png	/153/c03-000d.png	1447	1619	who is also part-author with Miss Delaney
c03-000	c03-000d.png	/153/c03-000d.png	1627	1800	of the script, and the great advantages to
c03-000	c03-000d.png	/153/c03-000d.png	1807	1978	be derived from this unity of conception and
c03-000	c03-000d.png	/153/c03-000d.png	1995	2161	control are everywhere apparent.
c03-094	c03-094d.png	/153/c03-094d.png	725	902	Mr. William Lucas (Morris) is always
c03-094	c03-094d.png	/153/c03-094d.png	908	1084	insensitively pushing, Miss Sheila Allen
c03-094	c03-094d.png	/153/c03-094d.png	1093	1268	his wife, always palely appealing, Mr.
c03-094	c03-094d.png	/153/c03-094d.png	1268	1442	James Maxwell, the editor, always comi-
c03-094	c03-094d.png	/153/c03-094d.png	1448	1624	cally abashed by the events, and Mr.
c03-094	c03-094d.png	/153/c03-094d.png	1626	1805	Aubrey Richards, the father-in-law, always
c03-094	c03-094d.png	/153/c03-094d.png	1810	1988	comically grotesque; they were not
c03-094	c03-094d.png	/153/c03-094d.png	1989	2159	asked to modulate from their set moods
c03-094	c03-094d.png	/153/c03-094d.png	2172	2349	but played with proper efficiency and,
c03-094	c03-094d.png	/153/c03-094d.png	2349	2519	in the case of Mr. Richards, with lavish
c03-094	c03-094d.png	/153/c03-094d.png	2530	2703	and suitably gaudy colour.
c03-084	c03-084d.png	/153/c03-084d.png	724	904	Mr. Bryan Stonehouse’s production is quietly
c03-084	c03-084d.png	/153/c03-084d.png	907	1084	effective, giving full value to the formal
c03-084	c03-084d.png	/153/c03-084d.png	1084	1262	elements of Betti’s writing without over-
c03-084	c03-084d.png	/153/c03-084d.png	1267	1445	emphasizing them. Last night’s play in the
c03-084	c03-084d.png	/153/c03-084d.png	1445	1617	”Play of the Week” series on independent
c03-084	c03-084d.png	/153/c03-084d.png	1617	1797	television, Then We Fall, by Mr. Paul Fer-
c03-084	c03-084d.png	/153/c03-084d.png	1805	1976	ris, was a morality on the not unfamiliar
c03-084	c03-084d.png	/153/c03-084d.png	1983	2158	theme of the destructive power of unbridled
c03-084	c03-084d.png	/153/c03-084d.png	2181	2330	ambition.
c03-096	c03-096d.png	/153/c03-096d.png	725	900	Only Mr. Lucas’s actions, therefore, arose
c03-096	c03-096d.png	/153/c03-096d.png	907	1082	explicably from appreciable motives. The
c03-096	c03-096d.png	/153/c03-096d.png	1090	1258	rest, one feels, were driven to effective
c03-096	c03-096d.png	/153/c03-096d.png	1268	1438	action by the author in spite of the
c03-096	c03-096d.png	/153/c03-096d.png	1446	1620	ineffectuality with which he had endowed
c03-096	c03-096d.png	/153/c03-096d.png	1631	1797	them. One hopes that he is not asking
c03-096	c03-096d.png	/153/c03-096d.png	1807	1977	us to believe that, because of their odd
c03-096	c03-096d.png	/153/c03-096d.png	1989	2161	accents, they act oddly like the queer
c03-096	c03-096d.png	/153/c03-096d.png	2175	2338	foreigners of tradition.
c03-021	c03-021d.png	/153/c03-021d.png	906	1079	In Fanny the pregnant girl is befriended by
c03-021	c03-021d.png	/153/c03-021d.png	1089	1261	an old man. Here it is a young homosexual,
c03-021	c03-021d.png	/153/c03-021d.png	1263	1434	estranged from women but yet moved by a
c03-021	c03-021d.png	/153/c03-021d.png	1447	1616	strong maternal instinct to the unborn child
c03-021	c03-021d.png	/153/c03-021d.png	1629	1796	as much as to the expectant mother, who
c03-021	c03-021d.png	/153/c03-021d.png	1807	1977	acts as a protector and comforter to her in
c03-021	c03-021d.png	/153/c03-021d.png	1986	2160	her hour of need. He shares her room and gives
c03-021	c03-021d.png	/153/c03-021d.png	2163	2347	her his forlorn gift of companionship and
c03-021	c03-021d.png	/153/c03-021d.png	2347	2519	sympathy - ”you need someone to love you while
c03-081	c03-081d.png	/153/c03-081d.png	724	899	Arguably, the dramatist has committed a
c03-081	c03-081d.png	/153/c03-081d.png	907	1080	technical error in allowing Irene to speak
c03-081	c03-081d.png	/153/c03-081d.png	1085	1262	for herself; we would be altogether clearer
c03-081	c03-081d.png	/153/c03-081d.png	1269	1438	in our minds about her if she remained
c03-081	c03-081d.png	/153/c03-081d.png	1444	1620	a flawed but beautiful enigma, seen but
c03-081	c03-081d.png	/153/c03-081d.png	1622	1799	not heard. However, Miss Pinkie Johnstone
c03-081	c03-081d.png	/153/c03-081d.png	1802	1978	makes her few brief scenes effective, and Mr.
c03-081	c03-081d.png	/153/c03-081d.png	1984	2159	Dinsdale Landen, in the longest and most
c03-081	c03-081d.png	/153/c03-081d.png	2165	2345	exacting role, that of the sergeant, gives
c03-081	c03-081d.png	/153/c03-081d.png	2347	2521	a performance of rare intelligence and
c03-081	c03-081d.png	/153/c03-081d.png	2530	2694	restrained power.
c03-007	c03-007d.png	/153/c03-007d.png	722	898	In A Taste of Honey Mr. Richardson has
c03-007	c03-007d.png	/153/c03-007d.png	904	1076	taken a town in the industrial North of
c03-007	c03-007d.png	/153/c03-007d.png	1080	1256	England and has made it live. The shabby
c03-007	c03-007d.png	/153/c03-007d.png	1260	1431	streets and wet pavements, the school
c03-007	c03-007d.png	/153/c03-007d.png	1444	1620	play-grounds, the public monuments and
c03-007	c03-007d.png	/153/c03-007d.png	1621	1793	the rubbish strewn canals - even the
c03-007	c03-007d.png	/153/c03-007d.png	1802	1975	worn head-stones in the churchyard, ”sacred
c03-007	c03-007d.png	/153/c03-007d.png	1989	2157	to the memory of” - are seen as an
c03-007	c03-007d.png	/153/c03-007d.png	2166	2341	integral part of the story.
c03-016	c03-016d.png	/153/c03-016d.png	731	902	But there is heart in the telling, and an
c03-016	c03-016d.png	/153/c03-016d.png	912	1082	intense realism in the situation. A young
c03-016	c03-016d.png	/153/c03-016d.png	1092	1265	girl lives in a single dingy room with
c03-016	c03-016d.png	/153/c03-016d.png	1268	1438	her slatternly, promiscuous mother. In such
c03-016	c03-016d.png	/153/c03-016d.png	1452	1620	surroundings she learns sex is something
c03-016	c03-016d.png	/153/c03-016d.png	1632	1799	sordid, and when she experiences it for
c03-016	c03-016d.png	/153/c03-016d.png	1806	1984	the first time herself it is incoherently, clumsily,
c03-016	c03-016d.png	/153/c03-016d.png	1984	2169	but half shyly and half inquisitively. As
c03-016	c03-016d.png	/153/c03-016d.png	2169	2340	is the case in Fanny her first lover is a sailor
c03-016	c03-016d.png	/153/c03-016d.png	2346	2517	who leaves her to bear his child and sails
c03-016	c03-016d.png	/153/c03-016d.png	2552	2690	away.
a06-039	a06-039.png	/072/a06-039.png	831	1025	”The whole naval might of the Soviet
a06-039	a06-039.png	/072/a06-039.png	1033	1207	Union can be seen here - a truly inspiring
a06-039	a06-039.png	/072/a06-039.png	1209	1392	and proud sight,” said Moscow radio’s
a06-039	a06-039.png	/072/a06-039.png	1395	1567	commentator. The parade was reviewed by
a06-039	a06-039.png	/072/a06-039.png	1567	1746	Marshal Andrei Grechko, commanding the
a06-039	a06-039.png	/072/a06-039.png	1746	1927	forces of the Warsaw Pact countries -
a06-039	a06-039.png	/072/a06-039.png	1927	2103	the Communist ”Nato.” He said rocket-
a06-039	a06-039.png	/072/a06-039.png	2113	2287	carrying atomic submarines now formed
a06-039	a06-039.png	/072/a06-039.png	2287	2463	the basis of the Soviet Navy. MR.
a06-039	a06-039.png	/072/a06-039.png	2463	2641	MACMILLAN’S announcement in the
